Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
SVK  1979    47         .         .         .         .         .         .
SVK  1979    48         .         .         .         .         .         .
SVK  1979    49         .         .         .         .         .         .
SVK  1979    50         .         .         .         .         .         .
SVK  1979    51         .         .         .         .         .         .
SVK  1979    52         .         .         .         .         .         .
SVK  1979    53         .         .         .         .         .         .
SVK  1979    54         .         .         .         .         .         .
SVK  1979    55         .         .         .         .         .         .
SVK  1980    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1980    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1980    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1980    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1980    16     0.005     0.004     0.000     0.000     0.000     0.000
SVK  1980    17     0.015     0.013     0.001     0.000     0.000     0.000
SVK  1980    18     0.035     0.030     0.004     0.000     0.000     0.000
SVK  1980    19     0.070     0.058     0.011     0.002     0.000     0.000
SVK  1980    20     0.125     0.100     0.020     0.004     0.000     0.000
SVK  1980    21     0.188     0.146     0.032     0.008     0.002     0.000
SVK  1980    22     0.251     0.188     0.046     0.012     0.003     0.001
SVK  1980    23     0.315     0.228     0.063     0.017     0.006     0.002
SVK  1980    24     0.388     0.270     0.083     0.023     0.009     0.003
SVK  1980    25     0.465     0.313     0.105     0.029     0.011     0.006
SVK  1980    26     0.544     0.357     0.128     0.035     0.014     0.009
SVK  1980    27     0.626     0.400     0.155     0.041     0.017     0.013
SVK  1980    28     0.713     0.446     0.183     0.048     0.019     0.017
SVK  1980    29     0.806     0.494     0.214     0.056     0.021     0.021
SVK  1980    30         .         .         .         .         .         .
SVK  1980    31         .         .         .         .         .         .
SVK  1980    32         .         .         .         .         .         .
SVK  1980    33         .         .         .         .         .         .
SVK  1980    34         .         .         .         .         .         .
SVK  1980    35         .         .         .         .         .         .
SVK  1980    36         .         .         .         .         .         .
SVK  1980    37         .         .         .         .         .         .
SVK  1980    38         .         .         .         .         .         .
SVK  1980    39         .         .         .         .         .         .
SVK  1980    40         .         .         .         .         .         .
SVK  1980    41         .         .         .         .         .         .
SVK  1980    42         .         .         .         .         .         .
SVK  1980    43         .         .         .         .         .         .
SVK  1980    44         .         .         .         .         .         .
SVK  1980    45         .         .         .         .         .         .
SVK  1980    46         .         .         .         .         .         .
SVK  1980    47         .         .         .         .         .         .
SVK  1980    48         .         .         .         .         .         .
SVK  1980    49         .         .         .         .         .         .
SVK  1980    50         .         .         .         .         .         .
SVK  1980    51         .         .         .         .         .         .
SVK  1980    52         .         .         .         .         .         .
SVK  1980    53         .         .         .         .         .         .
SVK  1980    54         .         .         .         .         .         .
SVK  1980    55         .         .         .         .         .         .
SVK  1981    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1981    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1981    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1981    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1981    16     0.005     0.004     0.000     0.000     0.000     0.000
SVK  1981    17     0.015     0.014     0.001     0.000     0.000     0.000
SVK  1981    18     0.035     0.030     0.004     0.000     0.000     0.000
SVK  1981    19     0.068     0.056     0.010     0.002     0.000     0.000
SVK  1981    20     0.116     0.093     0.019     0.004     0.001     0.000
SVK  1981    21     0.171     0.132     0.030     0.007     0.002     0.000
SVK  1981    22     0.233     0.173     0.043     0.012     0.003     0.001
SVK  1981    23     0.295     0.213     0.057     0.017     0.006     0.002
SVK  1981    24     0.364     0.253     0.076     0.022     0.009     0.004
SVK  1981    25     0.435     0.293     0.097     0.027     0.012     0.007
SVK  1981    26     0.509     0.335     0.119     0.032     0.014     0.009
SVK  1981    27     0.592     0.380     0.145     0.038     0.017     0.013
SVK  1981    28     0.681     0.430     0.171     0.044     0.019     0.016
SVK  1981    29         .         .         .         .         .         .
SVK  1981    30         .         .         .         .         .         .
SVK  1981    31         .         .         .         .         .         .
SVK  1981    32         .         .         .         .         .         .
SVK  1981    33         .         .         .         .         .         .
SVK  1981    34         .         .         .         .         .         .
SVK  1981    35         .         .         .         .         .         .
SVK  1981    36         .         .         .         .         .         .
SVK  1981    37         .         .         .         .         .         .
SVK  1981    38         .         .         .         .         .         .
SVK  1981    39         .         .         .         .         .         .
SVK  1981    40         .         .         .         .         .         .
SVK  1981    41         .         .         .         .         .         .
SVK  1981    42         .         .         .         .         .         .
SVK  1981    43         .         .         .         .         .         .
SVK  1981    44         .         .         .         .         .         .
SVK  1981    45         .         .         .         .         .         .
SVK  1981    46         .         .         .         .         .         .
SVK  1981    47         .         .         .         .         .         .
SVK  1981    48         .         .         .         .         .         .
SVK  1981    49         .         .         .         .         .         .
SVK  1981    50         .         .         .         .         .         .
SVK  1981    51         .         .         .         .         .         .
SVK  1981    52         .         .         .         .         .         .
SVK  1981    53         .         .         .         .         .         .
SVK  1981    54         .         .         .         .         .         .
SVK  1981    55         .         .         .         .         .         .
SVK  1982    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1982    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1982    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1982    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1982    16     0.005     0.004     0.000     0.000     0.000     0.000
SVK  1982    17     0.014     0.013     0.001     0.000     0.000     0.000
SVK  1982    18     0.033     0.028     0.005     0.000     0.000     0.000
SVK  1982    19     0.064     0.052     0.010     0.001     0.000     0.000
SVK  1982    20     0.108     0.086     0.018     0.004     0.001     0.000
SVK  1982    21     0.162     0.125     0.028     0.007     0.001     0.000
SVK  1982    22     0.220     0.164     0.041     0.011     0.003     0.001
SVK  1982    23     0.281     0.202     0.056     0.016     0.005     0.002
SVK  1982    24     0.348     0.241     0.073     0.021     0.008     0.004
SVK  1982    25     0.414     0.278     0.092     0.026     0.011     0.006
SVK  1982    26     0.486     0.319     0.112     0.032     0.014     0.009
SVK  1982    27     0.571     0.367     0.137     0.039     0.016     0.013
SVK  1982    28         .         .         .         .         .         .
SVK  1982    29         .         .         .         .         .         .
SVK  1982    30         .         .         .         .         .         .
SVK  1982    31         .         .         .         .         .         .
SVK  1982    32         .         .         .         .         .         .
SVK  1982    33         .         .         .         .         .         .
SVK  1982    34         .         .         .         .         .         .
SVK  1982    35         .         .         .         .         .         .
SVK  1982    36         .         .         .         .         .         .
SVK  1982    37         .         .         .         .         .         .
SVK  1982    38         .         .         .         .         .         .
SVK  1982    39         .         .         .         .         .         .
SVK  1982    40         .         .         .         .         .         .
SVK  1982    41         .         .         .         .         .         .
SVK  1982    42         .         .         .         .         .         .
SVK  1982    43         .         .         .         .         .         .
SVK  1982    44         .         .         .         .         .         .
SVK  1982    45         .         .         .         .         .         .
SVK  1982    46         .         .         .         .         .         .
SVK  1982    47         .         .         .         .         .         .
SVK  1982    48         .         .         .         .         .         .
SVK  1982    49         .         .         .         .         .         .
SVK  1982    50         .         .         .         .         .         .
SVK  1982    51         .         .         .         .         .         .
SVK  1982    52         .         .         .         .         .         .
SVK  1982    53         .         .         .         .         .         .
SVK  1982    54         .         .         .         .         .         .
SVK  1982    55         .         .         .         .         .         .
SVK  1983    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1983    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1983    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1983    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1983    16     0.004     0.004     0.000     0.000     0.000     0.000
SVK  1983    17     0.015     0.014     0.001     0.000     0.000     0.000
SVK  1983    18     0.034     0.029     0.005     0.000     0.000     0.000
SVK  1983    19     0.062     0.050     0.010     0.001     0.000     0.000
SVK  1983    20     0.107     0.084     0.018     0.004     0.001     0.000
SVK  1983    21     0.161     0.122     0.029     0.008     0.001     0.000
SVK  1983    22     0.218     0.159     0.042     0.013     0.003     0.001
SVK  1983    23     0.276     0.195     0.056     0.018     0.006     0.002
SVK  1983    24     0.336     0.230     0.072     0.023     0.009     0.004
SVK  1983    25     0.402     0.267     0.090     0.028     0.011     0.006
SVK  1983    26     0.480     0.311     0.112     0.033     0.014     0.010
SVK  1983    27         .         .         .         .         .         .
SVK  1983    28         .         .         .         .         .         .
SVK  1983    29         .         .         .         .         .         .
SVK  1983    30         .         .         .         .         .         .
SVK  1983    31         .         .         .         .         .         .
SVK  1983    32         .         .         .         .         .         .
SVK  1983    33         .         .         .         .         .         .
SVK  1983    34         .         .         .         .         .         .
SVK  1983    35         .         .         .         .         .         .
SVK  1983    36         .         .         .         .         .         .
SVK  1983    37         .         .         .         .         .         .
SVK  1983    38         .         .         .         .         .         .
SVK  1983    39         .         .         .         .         .         .
SVK  1983    40         .         .         .         .         .         .
SVK  1983    41         .         .         .         .         .         .
SVK  1983    42         .         .         .         .         .         .
SVK  1983    43         .         .         .         .         .         .
SVK  1983    44         .         .         .         .         .         .
SVK  1983    45         .         .         .         .         .         .
SVK  1983    46         .         .         .         .         .         .
SVK  1983    47         .         .         .         .         .         .
SVK  1983    48         .         .         .         .         .         .
SVK  1983    49         .         .         .         .         .         .
SVK  1983    50         .         .         .         .         .         .
SVK  1983    51         .         .         .         .         .         .
SVK  1983    52         .         .         .         .         .         .
SVK  1983    53         .         .         .         .         .         .
SVK  1983    54         .         .         .         .         .         .
SVK  1983    55         .         .         .         .         .         .
SVK  1984    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1984    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1984    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1984    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1984    16     0.004     0.004     0.000     0.000     0.000     0.000
SVK  1984    17     0.013     0.012     0.001     0.000     0.000     0.000
SVK  1984    18     0.032     0.027     0.004     0.000     0.000     0.000
SVK  1984    19     0.062     0.049     0.010     0.002     0.000     0.000
SVK  1984    20     0.103     0.080     0.019     0.004     0.001     0.000
SVK  1984    21     0.153     0.114     0.030     0.008     0.002     0.000
SVK  1984    22     0.204     0.146     0.041     0.013     0.003     0.001
SVK  1984    23     0.259     0.179     0.054     0.018     0.006     0.002
SVK  1984    24     0.319     0.215     0.068     0.023     0.009     0.004
SVK  1984    25     0.384     0.254     0.084     0.027     0.011     0.006
SVK  1984    26         .         .         .         .         .         .
SVK  1984    27         .         .         .         .         .         .
SVK  1984    28         .         .         .         .         .         .
SVK  1984    29         .         .         .         .         .         .
SVK  1984    30         .         .         .         .         .         .
SVK  1984    31         .         .         .         .         .         .
SVK  1984    32         .         .         .         .         .         .
SVK  1984    33         .         .         .         .         .         .
SVK  1984    34         .         .         .         .         .         .
SVK  1984    35         .         .         .         .         .         .
SVK  1984    36         .         .         .         .         .         .
SVK  1984    37         .         .         .         .         .         .
SVK  1984    38         .         .         .         .         .         .
SVK  1984    39         .         .         .         .         .         .
SVK  1984    40         .         .         .         .         .         .
SVK  1984    41         .         .         .         .         .         .
SVK  1984    42         .         .         .         .         .         .
SVK  1984    43         .         .         .         .         .         .
SVK  1984    44         .         .         .         .         .         .
SVK  1984    45         .         .         .         .         .         .
SVK  1984    46         .         .         .         .         .         .
SVK  1984    47         .         .         .         .         .         .
SVK  1984    48         .         .         .         .         .         .
SVK  1984    49         .         .         .         .         .         .
SVK  1984    50         .         .         .         .         .         .
SVK  1984    51         .         .         .         .         .         .
SVK  1984    52         .         .         .         .         .         .
SVK  1984    53         .         .         .         .         .         .
SVK  1984    54         .         .         .         .         .         .
SVK  1984    55         .         .         .         .         .         .
SVK  1985    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1985    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1985    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1985    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1985    16     0.004     0.004     0.000     0.000     0.000     0.000
SVK  1985    17     0.013     0.012     0.001     0.000     0.000     0.000
SVK  1985    18     0.029     0.025     0.004     0.000     0.000     0.000
SVK  1985    19     0.055     0.045     0.009     0.001     0.000     0.000
SVK  1985    20     0.093     0.072     0.017     0.004     0.000     0.000
SVK  1985    21     0.139     0.104     0.027     0.007     0.001     0.000
SVK  1985    22     0.188     0.137     0.037     0.011     0.003     0.000
SVK  1985    23     0.240     0.169     0.049     0.016     0.005     0.001
SVK  1985    24     0.296     0.203     0.062     0.021     0.007     0.003
SVK  1985    25         .         .         .         .         .         .
SVK  1985    26         .         .         .         .         .         .
SVK  1985    27         .         .         .         .         .         .
SVK  1985    28         .         .         .         .         .         .
SVK  1985    29         .         .         .         .         .         .
SVK  1985    30         .         .         .         .         .         .
SVK  1985    31         .         .         .         .         .         .
SVK  1985    32         .         .         .         .         .         .
SVK  1985    33         .         .         .         .         .         .
SVK  1985    34         .         .         .         .         .         .
SVK  1985    35         .         .         .         .         .         .
SVK  1985    36         .         .         .         .         .         .
SVK  1985    37         .         .         .         .         .         .
SVK  1985    38         .         .         .         .         .         .
SVK  1985    39         .         .         .         .         .         .
SVK  1985    40         .         .         .         .         .         .
SVK  1985    41         .         .         .         .         .         .
SVK  1985    42         .         .         .         .         .         .
SVK  1985    43         .         .         .         .         .         .
SVK  1985    44         .         .         .         .         .         .
SVK  1985    45         .         .         .         .         .         .
SVK  1985    46         .         .         .         .         .         .
SVK  1985    47         .         .         .         .         .         .
SVK  1985    48         .         .         .         .         .         .
SVK  1985    49         .         .         .         .         .         .
SVK  1985    50         .         .         .         .         .         .
SVK  1985    51         .         .         .         .         .         .
SVK  1985    52         .         .         .         .         .         .
SVK  1985    53         .         .         .         .         .         .
SVK  1985    54         .         .         .         .         .         .
SVK  1985    55         .         .         .         .         .         .
SVK  1986    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1986    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1986    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1986    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1986    16     0.004     0.004     0.000     0.000     0.000     0.000
SVK  1986    17     0.013     0.012     0.001     0.000     0.000     0.000
SVK  1986    18     0.031     0.027     0.004     0.000     0.000     0.000
SVK  1986    19     0.059     0.046     0.011     0.001     0.000     0.000
SVK  1986    20     0.095     0.072     0.018     0.004     0.000     0.000
SVK  1986    21     0.139     0.103     0.027     0.008     0.001     0.000
SVK  1986    22     0.188     0.135     0.036     0.012     0.003     0.001
SVK  1986    23     0.243     0.170     0.049     0.017     0.006     0.002
SVK  1986    24         .         .         .         .         .         .
SVK  1986    25         .         .         .         .         .         .
SVK  1986    26         .         .         .         .         .         .
SVK  1986    27         .         .         .         .         .         .
SVK  1986    28         .         .         .         .         .         .
SVK  1986    29         .         .         .         .         .         .
SVK  1986    30         .         .         .         .         .         .
SVK  1986    31         .         .         .         .         .         .
SVK  1986    32         .         .         .         .         .         .
SVK  1986    33         .         .         .         .         .         .
SVK  1986    34         .         .         .         .         .         .
SVK  1986    35         .         .         .         .         .         .
SVK  1986    36         .         .         .         .         .         .
SVK  1986    37         .         .         .         .         .         .
SVK  1986    38         .         .         .         .         .         .
SVK  1986    39         .         .         .         .         .         .
SVK  1986    40         .         .         .         .         .         .
SVK  1986    41         .         .         .         .         .         .
SVK  1986    42         .         .         .         .         .         .
SVK  1986    43         .         .         .         .         .         .
SVK  1986    44         .         .         .         .         .         .
SVK  1986    45         .         .         .         .         .         .
SVK  1986    46         .         .         .         .         .         .
SVK  1986    47         .         .         .         .         .         .
SVK  1986    48         .         .         .         .         .         .
SVK  1986    49         .         .         .         .         .         .
SVK  1986    50         .         .         .         .         .         .
SVK  1986    51         .         .         .         .         .         .
SVK  1986    52         .         .         .         .         .         .
SVK  1986    53         .         .         .         .         .         .
SVK  1986    54         .         .         .         .         .         .
SVK  1986    55         .         .         .         .         .         .
SVK  1987    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1987    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1987    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1987    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1987    16     0.005     0.005     0.000     0.000     0.000     0.000
SVK  1987    17     0.016     0.014     0.002     0.000     0.000     0.000
SVK  1987    18     0.035     0.030     0.005     0.001     0.000     0.000
SVK  1987    19     0.063     0.050     0.011     0.002     0.000     0.000
SVK  1987    20     0.104     0.079     0.019     0.005     0.000     0.000
SVK  1987    21     0.150     0.110     0.030     0.009     0.001     0.000
SVK  1987    22     0.201     0.142     0.041     0.014     0.004     0.001
SVK  1987    23         .         .         .         .         .         .
SVK  1987    24         .         .         .         .         .         .
SVK  1987    25         .         .         .         .         .         .
SVK  1987    26         .         .         .         .         .         .
SVK  1987    27         .         .         .         .         .         .
SVK  1987    28         .         .         .         .         .         .
SVK  1987    29         .         .         .         .         .         .
SVK  1987    30         .         .         .         .         .         .
SVK  1987    31         .         .         .         .         .         .
SVK  1987    32         .         .         .         .         .         .
SVK  1987    33         .         .         .         .         .         .
SVK  1987    34         .         .         .         .         .         .
SVK  1987    35         .         .         .         .         .         .
SVK  1987    36         .         .         .         .         .         .
SVK  1987    37         .         .         .         .         .         .
SVK  1987    38         .         .         .         .         .         .
SVK  1987    39         .         .         .         .         .         .
SVK  1987    40         .         .         .         .         .         .
SVK  1987    41         .         .         .         .         .         .
SVK  1987    42         .         .         .         .         .         .
SVK  1987    43         .         .         .         .         .         .
SVK  1987    44         .         .         .         .         .         .
SVK  1987    45         .         .         .         .         .         .
SVK  1987    46         .         .         .         .         .         .
SVK  1987    47         .         .         .         .         .         .
SVK  1987    48         .         .         .         .         .         .
SVK  1987    49         .         .         .         .         .         .
SVK  1987    50         .         .         .         .         .         .
SVK  1987    51         .         .         .         .         .         .
SVK  1987    52         .         .         .         .         .         .
SVK  1987    53         .         .         .         .         .         .
SVK  1987    54         .         .         .         .         .         .
SVK  1987    55         .         .         .         .         .         .
SVK  1988    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1988    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1988    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1988    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1988    16     0.004     0.004     0.000     0.000     0.000     0.000
SVK  1988    17     0.015     0.014     0.001     0.000     0.000     0.000
SVK  1988    18     0.032     0.028     0.004     0.000     0.000     0.000
SVK  1988    19     0.060     0.049     0.010     0.001     0.000     0.000
SVK  1988    20     0.098     0.076     0.017     0.004     0.001     0.000
SVK  1988    21     0.145     0.109     0.027     0.007     0.001     0.000
SVK  1988    22         .         .         .         .         .         .
SVK  1988    23         .         .         .         .         .         .
SVK  1988    24         .         .         .         .         .         .
SVK  1988    25         .         .         .         .         .         .
SVK  1988    26         .         .         .         .         .         .
SVK  1988    27         .         .         .         .         .         .
SVK  1988    28         .         .         .         .         .         .
SVK  1988    29         .         .         .         .         .         .
SVK  1988    30         .         .         .         .         .         .
SVK  1988    31         .         .         .         .         .         .
SVK  1988    32         .         .         .         .         .         .
SVK  1988    33         .         .         .         .         .         .
SVK  1988    34         .         .         .         .         .         .
SVK  1988    35         .         .         .         .         .         .
SVK  1988    36         .         .         .         .         .         .
SVK  1988    37         .         .         .         .         .         .
SVK  1988    38         .         .         .         .         .         .
SVK  1988    39         .         .         .         .         .         .
SVK  1988    40         .         .         .         .         .         .
SVK  1988    41         .         .         .         .         .         .
SVK  1988    42         .         .         .         .         .         .
SVK  1988    43         .         .         .         .         .         .
SVK  1988    44         .         .         .         .         .         .
SVK  1988    45         .         .         .         .         .         .
SVK  1988    46         .         .         .         .         .         .
SVK  1988    47         .         .         .         .         .         .
SVK  1988    48         .         .         .         .         .         .
SVK  1988    49         .         .         .         .         .         .
SVK  1988    50         .         .         .         .         .         .
SVK  1988    51         .         .         .         .         .         .
SVK  1988    52         .         .         .         .         .         .
SVK  1988    53         .         .         .         .         .         .
SVK  1988    54         .         .         .         .         .         .
SVK  1988    55         .         .         .         .         .         .
SVK  1989    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1989    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1989    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1989    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1989    16     0.005     0.005     0.000     0.000     0.000     0.000
SVK  1989    17     0.015     0.014     0.001     0.000     0.000     0.000
SVK  1989    18     0.034     0.029     0.005     0.000     0.000     0.000
SVK  1989    19     0.064     0.052     0.011     0.001     0.000     0.000
SVK  1989    20     0.105     0.080     0.020     0.004     0.001     0.000
SVK  1989    21         .         .         .         .         .         .
SVK  1989    22         .         .         .         .         .         .
SVK  1989    23         .         .         .         .         .         .
SVK  1989    24         .         .         .         .         .         .
SVK  1989    25         .         .         .         .         .         .
SVK  1989    26         .         .         .         .         .         .
SVK  1989    27         .         .         .         .         .         .
SVK  1989    28         .         .         .         .         .         .
SVK  1989    29         .         .         .         .         .         .
SVK  1989    30         .         .         .         .         .         .
SVK  1989    31         .         .         .         .         .         .
SVK  1989    32         .         .         .         .         .         .
SVK  1989    33         .         .         .         .         .         .
SVK  1989    34         .         .         .         .         .         .
SVK  1989    35         .         .         .         .         .         .
SVK  1989    36         .         .         .         .         .         .
SVK  1989    37         .         .         .         .         .         .
SVK  1989    38         .         .         .         .         .         .
SVK  1989    39         .         .         .         .         .         .
SVK  1989    40         .         .         .         .         .         .
SVK  1989    41         .         .         .         .         .         .
SVK  1989    42         .         .         .         .         .         .
SVK  1989    43         .         .         .         .         .         .
SVK  1989    44         .         .         .         .         .         .
SVK  1989    45         .         .         .         .         .         .
SVK  1989    46         .         .         .         .         .         .
SVK  1989    47         .         .         .         .         .         .
SVK  1989    48         .         .         .         .         .         .
SVK  1989    49         .         .         .         .         .         .
SVK  1989    50         .         .         .         .         .         .
SVK  1989    51         .         .         .         .         .         .
SVK  1989    52         .         .         .         .         .         .
SVK  1989    53         .         .         .         .         .         .
SVK  1989    54         .         .         .         .         .         .
SVK  1989    55         .         .         .         .         .         .
SVK  1990    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1990    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1990    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1990    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1990    16     0.005     0.005     0.000     0.000     0.000     0.000
SVK  1990    17     0.015     0.013     0.001     0.000     0.000     0.000
SVK  1990    18     0.034     0.029     0.005     0.000     0.000     0.000
SVK  1990    19     0.064     0.051     0.011     0.001     0.000     0.000
SVK  1990    20         .         .         .         .         .         .
SVK  1990    21         .         .         .         .         .         .
SVK  1990    22         .         .         .         .         .         .
SVK  1990    23         .         .         .         .         .         .
SVK  1990    24         .         .         .         .         .         .
SVK  1990    25         .         .         .         .         .         .
SVK  1990    26         .         .         .         .         .         .
SVK  1990    27         .         .         .         .         .         .
SVK  1990    28         .         .         .         .         .         .
SVK  1990    29         .         .         .         .         .         .
SVK  1990    30         .         .         .         .         .         .
SVK  1990    31         .         .         .         .         .         .
SVK  1990    32         .         .         .         .         .         .
SVK  1990    33         .         .         .         .         .         .
SVK  1990    34         .         .         .         .         .         .
SVK  1990    35         .         .         .         .         .         .
SVK  1990    36         .         .         .         .         .         .
SVK  1990    37         .         .         .         .         .         .
SVK  1990    38         .         .         .         .         .         .
SVK  1990    39         .         .         .         .         .         .
SVK  1990    40         .         .         .         .         .         .
SVK  1990    41         .         .         .         .         .         .
SVK  1990    42         .         .         .         .         .         .
SVK  1990    43         .         .         .         .         .         .
SVK  1990    44         .         .         .         .         .         .
SVK  1990    45         .         .         .         .         .         .
SVK  1990    46         .         .         .         .         .         .
SVK  1990    47         .         .         .         .         .         .
SVK  1990    48         .         .         .         .         .         .
SVK  1990    49         .         .         .         .         .         .
SVK  1990    50         .         .         .         .         .         .
SVK  1990    51         .         .         .         .         .         .
SVK  1990    52         .         .         .         .         .         .
SVK  1990    53         .         .         .         .         .         .
SVK  1990    54         .         .         .         .         .         .
SVK  1990    55         .         .         .         .         .         .
SVK  1991    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1991    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1991    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1991    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1991    16     0.005     0.005     0.000     0.000     0.000     0.000
SVK  1991    17     0.017     0.015     0.001     0.000     0.000     0.000
SVK  1991    18     0.037     0.032     0.005     0.000     0.000     0.000
SVK  1991    19         .         .         .         .         .         .
SVK  1991    20         .         .         .         .         .         .
SVK  1991    21         .         .         .         .         .         .
SVK  1991    22         .         .         .         .         .         .
SVK  1991    23         .         .         .         .         .         .
SVK  1991    24         .         .         .         .         .         .
SVK  1991    25         .         .         .         .         .         .
SVK  1991    26         .         .         .         .         .         .
SVK  1991    27         .         .         .         .         .         .
SVK  1991    28         .         .         .         .         .         .
SVK  1991    29         .         .         .         .         .         .
SVK  1991    30         .         .         .         .         .         .
SVK  1991    31         .         .         .         .         .         .
SVK  1991    32         .         .         .         .         .         .
SVK  1991    33         .         .         .         .         .         .
SVK  1991    34         .         .         .         .         .         .
SVK  1991    35         .         .         .         .         .         .
SVK  1991    36         .         .         .         .         .         .
SVK  1991    37         .         .         .         .         .         .
SVK  1991    38         .         .         .         .         .         .
SVK  1991    39         .         .         .         .         .         .
SVK  1991    40         .         .         .         .         .         .
SVK  1991    41         .         .         .         .         .         .
SVK  1991    42         .         .         .         .         .         .
SVK  1991    43         .         .         .         .         .         .
SVK  1991    44         .         .         .         .         .         .
SVK  1991    45         .         .         .         .         .         .
SVK  1991    46         .         .         .         .         .         .
SVK  1991    47         .         .         .         .         .         .
SVK  1991    48         .         .         .         .         .         .
SVK  1991    49         .         .         .         .         .         .
SVK  1991    50         .         .         .         .         .         .
SVK  1991    51         .         .         .         .         .         .
SVK  1991    52         .         .         .         .         .         .
SVK  1991    53         .         .         .         .         .         .
SVK  1991    54         .         .         .         .         .         .
SVK  1991    55         .         .         .         .         .         .
SVK  1992    12     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1992    13     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1992    14     0.000     0.000     0.000     0.000     0.000     0.000
SVK  1992    15     0.001     0.001     0.000     0.000     0.000     0.000
SVK  1992    16     0.005     0.005     0.000     0.000     0.000     0.000
SVK  1992    17     0.017     0.015     0.001     0.000     0.000     0.000
SVK  1992    18         .         .         .         .         .         .
SVK  1992    19         .         .         .         .         .         .
SVK  1992    20         .         .         .         .         .         .
SVK  1992    21         .         .         .         .         .         .
SVK  1992    22         .         .         .         .         .         .
SVK  1992    23         .         .         .         .         .         .
SVK  1992    24         .         .         .         .         .         .
SVK  1992    25         .         .         .         .         .         .
SVK  1992    26         .         .         .         .         .         .
SVK  1992    27         .         .         .         .         .         .
SVK  1992    28         .         .         .         .         .         .
SVK  1992    29         .         .         .         .         .         .
SVK  1992    30         .         .         .         .         .         .
SVK  1992    31         .         .         .         .         .         .
SVK  1992    32         .         .         .         .         .         .
SVK  1992    33         .         .         .         .         .         .
SVK  1992    34         .         .         .         .         .         .
SVK  1992    35         .         .         .         .         .         .
SVK  1992    36         .         .         .         .         .         .
SVK  1992    37         .         .         .         .         .         .
SVK  1992    38         .         .         .         .         .         .
SVK  1992    39         .         .         .         .         .         .
SVK  1992    40         .         .         .         .         .         .
SVK  1992    41         .         .         .         .         .         .
SVK  1992    42         .         .         .         .         .         .
SVK  1992    43         .         .         .         .         .         .
SVK  1992    44         .         .         .         .         .         .
SVK  1992    45         .         .         .         .         .         .
SVK  1992    46         .         .         .         .         .         .
SVK  1992    47         .         .         .         .         .         .
