Census-based period fertility tables, birth orders 1 to 5+
Last modified: 25/09/2014
Code Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
BLR  1989    24   0.30287   0.23620   0.21125    2923    617    2614   7077   0.44849   0.16862   0.15551   4837    804    4769   2241   0.22061   0.04291   0.04201   2065    103    2398    175   0.02455   0.05958   0.05786    164     12     202     12   0.00347   0.12094   0.11405     12      2      16      1
BLR  1989    25   0.24610   0.20663   0.18728    2305    432    2089   7695   0.43599   0.16293   0.15066   4650    736    4515   3045   0.27850   0.03748   0.03679   2767    115    3066    278   0.03336   0.05791   0.05628    255     17     298     24   0.00604   0.10792   0.10240     24      3      31      3
BLR  1989    26   0.20122   0.19210   0.17527    1874    328    1709   8126   0.40893   0.17265   0.15893   4346    719    4165   3781   0.33808   0.03705   0.03637   3387    136    3671    393   0.04300   0.05536   0.05387    352     22     404     41   0.00877   0.11551   0.10920     41      6      51      6
BLR  1989    27   0.17036   0.17202   0.15840    1545    245    1423   8455   0.37090   0.17205   0.15842   3955    648    3764   4500   0.39335   0.03252   0.03200   3970    137    4220    529   0.05366   0.04902   0.04785    466     25     518     63   0.01174   0.12652   0.11899     63      9      75     12
BLR  1989    28   0.14847   0.15256   0.14175    1300    184    1208   8700   0.33514   0.16701   0.15414   3552    563    3371   5147   0.43722   0.02685   0.02649   4481    126    4695    666   0.06427   0.04685   0.04578    578     29     624     89   0.01489   0.11140   0.10552     89     11     102     22
BLR  1989    29   0.13056   0.14069   0.13144    1116    147    1043   8884   0.30381   0.15858   0.14693   3174    478    3014   5710   0.47183   0.02598   0.02565   4918    132    5088    793   0.07605   0.04223   0.04136    674     31     724    118   0.01775   0.10638   0.10100    118     14     132     33
BLR  1989    30   0.11615   0.12421   0.11695     969    113     913   9031   0.27547   0.13817   0.12924   2842    375    2715   6188   0.49794   0.02318   0.02291   5263    125    5387    925   0.08843   0.03685   0.03618    776     30     822    149   0.02201   0.10975   0.10404    149     18     163     47
BLR  1989    31   0.10361   0.10560   0.10031     856     86     813   9144   0.25283   0.11991   0.11313   2581    297    2478   6563   0.51665   0.02113   0.02091   5514    118    5602   1050   0.09965   0.02721   0.02685    871     25     917    179   0.02726   0.09353   0.08936    179     18     191     65
BLR  1989    32   0.09497   0.09938   0.09468     770     73     734   9230   0.23732   0.09860   0.09397   2369    226    2295   6860   0.52874   0.01809   0.01793   5693    104    5753   1168   0.10730   0.02811   0.02772    964     28    1002    204   0.03167   0.08520   0.08172    204     19     217     83
BLR  1989    33   0.08874   0.08217   0.07893     697     55     670   9303   0.22827   0.08463   0.08119   2216    182    2154   7087   0.53624   0.01537   0.01525   5815     90    5860   1272   0.11259   0.02368   0.02340   1040     25    1072    232   0.03416   0.08195   0.07872    232     20     244    101
BLR  1989    34   0.08102   0.07415   0.07150     642     46     619   9358   0.22465   0.06483   0.06280   2089    133    2046   7269   0.53892   0.01433   0.01423   5907     85    5930   1362   0.11912   0.02182   0.02159   1105     25    1135    257   0.03629   0.08553   0.08203    257     23     269    121
BLR  1989    35   0.07814   0.07091   0.06848     596     41     576   9404   0.22109   0.05248   0.05114   2002    103    1971   7402   0.53764   0.01167   0.01160   5955     70    5971   1447   0.12260   0.01666   0.01652   1165     20    1190    282   0.04052   0.06852   0.06625    282     20     292    144
BLR  1989    36   0.07653   0.05145   0.05016     555     28     542   9445   0.21732   0.03768   0.03699   1939     72    1918   7505   0.53929   0.00951   0.00947   5988     57    5996   1517   0.12391   0.01539   0.01527   1215     19    1234    302   0.04295   0.05684   0.05527    302     18     311    164
BLR  1989    37   0.07413   0.04152   0.04068     528     21     517   9472   0.20785   0.02903   0.02861   1895     55    1879   7577   0.54472   0.00722   0.00720   6004     43    6009   1574   0.12672   0.01332   0.01324   1253     17    1266    321   0.04658   0.05496   0.05349    321     18     329    182
BLR  1989    38   0.07204   0.03869   0.03795     506     19     497   9494   0.20465   0.02060   0.02039   1862     38    1853   7632   0.54096   0.00584   0.00583   6015     35    6016   1617   0.12986   0.00918   0.00914   1279     12    1291    338   0.05248   0.04306   0.04215    338     15     344    200
BLR  1989    39   0.06885   0.02788   0.02750     487     13     480   9513   0.20699   0.01362   0.01352   1843     25    1837   7670   0.53433   0.00418   0.00417   6018     25    6018   1652   0.13306   0.00890   0.00886   1303     12    1309    350   0.05676   0.03598   0.03534    350     13     355    215
BLR  1989    40   0.06955   0.02112   0.02090     474     10     469   9526   0.20706   0.00723   0.00720   1831     13    1830   7695   0.52840   0.00334   0.00334   6018     20    6014   1677   0.13722   0.00772   0.00769   1316     10    1321    361   0.05777   0.03007   0.02962    361     11     366    228
BLR  1989    41   0.06881   0.01961   0.01942     464      9     459   9536   0.20721   0.00479   0.00478   1828      9    1828   7708   0.52319   0.00184   0.00184   6011     11    6010   1698   0.14143   0.00482   0.00481   1326      6    1328    372   0.05936   0.01776   0.01760    372      7     375    239
BLR  1989    42   0.06401   0.01088   0.01082     455      5     452   9545   0.20817   0.00318   0.00317   1828      6    1828   7717   0.51612   0.00186   0.00185   6008     11    6006   1709   0.14798   0.00353   0.00352   1331      5    1334    378   0.06372   0.01284   0.01276    378      5     380    245
BLR  1989    43   0.06314   0.00489   0.00488     450      2     449   9550   0.20491   0.00129   0.00129   1827      2    1827   7723   0.50413   0.00092   0.00092   6003      6    6001   1720   0.15613   0.00170   0.00170   1337      2    1339    383   0.07169   0.00862   0.00859    383      3     384    250
BLR  1989    44   0.06371   0.00346   0.00345     448      2     447   9552   0.19095   0.00128   0.00128   1827      2    1827   7725   0.49407   0.00059   0.00059   6000      4    5999   1725   0.16724   0.00161   0.00161   1340      2    1341    385   0.08403   0.00466   0.00465    385      2     386    253
BLR  1989    45   0.06637   0.00113   0.00113     446      1     446   9554   0.18007   0.00014   0.00014   1826      0    1827   7728   0.48504   0.00031   0.00031   5999      2    5998   1729   0.17606   0.00057   0.00057   1342      1    1342    387   0.09246   0.00324   0.00324    387      1     387    255
BLR  1989    46   0.06738   0.00069   0.00069     445      0     445   9555   0.17510   0.00013   0.00013   1827      0    1827   7728   0.48179   0.00010   0.00010   5997      1    5997   1731   0.18062   0.00064   0.00064   1343      1    1343    388   0.09511   0.00098   0.00098    388      0     388    257
BLR  1989    47   0.06570   0.00028   0.00028     445      0     445   9555   0.17610   0.00010   0.00010   1827      0    1827   7728   0.48030   0.00008   0.00008   5997      0    5997   1731   0.18239   0.00000   0.00000   1343      0    1343    389   0.09551   0.00057   0.00057    389      0     389    257
BLR  1989    48   0.06896   0.00000   0.00000     445      0     445   9555   0.17511   0.00009   0.00009   1827      0    1827   7728   0.47128   0.00003   0.00003   5996      0    5996   1732   0.18503   0.00000   0.00000   1343      0    1343    389   0.09962   0.00000   0.00000    389      0     389    257
BLR  1989    49   0.07290   0.00000   0.00000     445      0     445   9555   0.17452   0.00000   0.00000   1827      0    1827   7728   0.45811   0.00000   0.00000   5996      0    5996   1732   0.18749   0.00000   0.00000   1343      0    1343    389   0.10698   0.00000   0.00000    389      0     389    257
BLR  1989    50   0.07525   0.00000   0.00000     445      0     445   9555   0.17219   0.00000   0.00000   1827      0    1827   7728   0.44843   0.00000   0.00000   5996      0    5996   1732   0.19038   0.00000   0.00000   1343      0    1343    389   0.11374   0.00000   0.00000    389      0     389    257
BLR  1989    51   0.07777   0.00000   0.00000     445      0     445   9555   0.16427   0.00000   0.00000   1827      0    1827   7728   0.44311   0.00000   0.00000   5996      0    5996   1732   0.19665   0.00000   0.00000   1343      0    1343    389   0.11820   0.00000   0.00000    389      0     389    257
BLR  1989    52   0.08001   0.00000   0.00000     445      0     445   9555   0.15605   0.00000   0.00000   1827      0    1827   7728   0.43432   0.00000   0.00000   5996      0    5996   1732   0.20134   0.00000   0.00000   1343      0    1343    389   0.12829   0.00000   0.00000    389      0     389    257
BLR  1989    53   0.08485   0.00000   0.00000     445      0     445   9555   0.14500   0.00000   0.00000   1827      0    1827   7728   0.41818   0.00000   0.00000   5996      0    5996   1732   0.21075   0.00000   0.00000   1343      0    1343    389   0.14122   0.00000   0.00000    389      0     389    257
BLR  1989    54   0.09203   0.00000   0.00000     445      0     445   9555   0.13992   0.00000   0.00000   1827      0    1827   7728   0.40323   0.00000   0.00000   5996      0    5996   1732   0.21656   0.00000   0.00000   1343      0    1343    389   0.14826   0.00000   0.00000    389      0     389    257
BLR  1989    55+  0.09506   0.00000   0.00000     445      0     445   9555   0.14015   0.00000   0.00000   1827      0    1827   7728   0.39668   0.00000   0.00000   5996      0    5996   1732   0.21657   0.00000   0.00000   1343      0    1343    389   0.15154   0.00000   0.00000    389      0     389    257
BLR  1999    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
BLR  1999    13   0.99998   0.00001   0.00001   10000      0   10000      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
BLR  1999    14   0.99974   0.00017   0.00017   10000      2    9999      0   0.00025   0.00431   0.00431      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
BLR  1999    15   0.99801   0.00166   0.00166    9998     17    9990      2   0.00196   0.00560   0.00559      2      0      10      0   0.00003         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
BLR  1999    16   0.99194   0.00698   0.00695    9982     69    9947     18   0.00784   0.01559   0.01547     18      1      53      0   0.00023   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
BLR  1999    17   0.97551   0.02041   0.02021    9912    200    9812     88   0.02354   0.03587   0.03524     87      7     186      1   0.00094   0.01405   0.01395      1      0       2      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
BLR  1999    18   0.93921   0.04589   0.04486    9712    436    9494    288   0.05772   0.04200   0.04113    281     21     493      8   0.00295   0.03199   0.03149      8      0      13      0   0.00011   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
BLR  1999    19   0.87471   0.08432   0.08091    9276    751    8901    724   0.11728   0.05100   0.04973    696     54    1054     28   0.00758   0.05458   0.05313     28      2      44      0   0.00041   0.06656   0.06442      0      0       1      0   0.00002         .         .      0      0       0      0
BLR  1999    20   0.78535   0.11822   0.11162    8526    952    8050   1474   0.19659   0.05711   0.05553   1392    104    1830     82   0.01686   0.05114   0.04986     79      6     116      3   0.00112   0.07413   0.07148      3      0       5      0   0.00008   0.16730   0.15438      0      0       0      0
BLR  1999    21   0.68042   0.14410   0.13442    7574   1018    7065   2426   0.28466   0.06315   0.06122   2240    169    2680    186   0.03221   0.05812   0.05648    178     14     241      9   0.00246   0.10306   0.09801      8      1      13      0   0.00025   0.11135   0.10547      0      0       1      0
BLR  1999    22   0.57106   0.15555   0.14432    6556    946    6083   3444   0.36956   0.06670   0.06455   3088    231    3462    356   0.05407   0.04914   0.04797    333     21     425     23   0.00464   0.08983   0.08597     21      3      28      2   0.00066   0.10883   0.10321      2      0       3      0
BLR  1999    23   0.46942   0.16563   0.15296    5610    858    5181   4390   0.43914   0.06889   0.06660   3804    283    4106    587   0.08255   0.04719   0.04610    543     31     657     44   0.00773   0.09339   0.08922     39      5      50      4   0.00117   0.11105   0.10521      4      1       6      0
