Cumulative period fertility rates (vertical parallelograms)
Last modified: 25/09/2014
Code Year  ARDY  Cohort     CPFR
AUT  1970   47    1923     2.293
AUT  1970   48    1922     2.293
AUT  1970   49    1921     2.294
AUT  1970   50    1920     2.294
AUT  1970   51    1919     2.294
AUT  1970   52    1918     2.294
AUT  1970   53    1917     2.294
AUT  1970   54    1916     2.294
AUT  1970   55    1915     2.294
AUT  1971   12    1959     0.000
AUT  1971   13    1958     0.000
AUT  1971   14    1957     0.000
AUT  1971   15    1956     0.000
AUT  1971   16    1955     0.002
AUT  1971   17    1954     0.011
AUT  1971   18    1953     0.042
AUT  1971   19    1952     0.112
AUT  1971   20    1951     0.221
AUT  1971   21    1950     0.359
AUT  1971   22    1949     0.508
AUT  1971   23    1948     0.665
AUT  1971   24    1947     0.818
AUT  1971   25    1946     0.960
AUT  1971   26    1945     1.094
AUT  1971   27    1944     1.217
AUT  1971   28    1943     1.331
AUT  1971   29    1942     1.438
AUT  1971   30    1941     1.538
AUT  1971   31    1940     1.627
AUT  1971   32    1939     1.709
AUT  1971   33    1938     1.781
AUT  1971   34    1937     1.850
AUT  1971   35    1936     1.913
AUT  1971   36    1935     1.968
AUT  1971   37    1934     2.017
AUT  1971   38    1933     2.058
AUT  1971   39    1932     2.095
AUT  1971   40    1931     2.126
AUT  1971   41    1930     2.150
AUT  1971   42    1929     2.168
AUT  1971   43    1928     2.181
AUT  1971   44    1927     2.189
AUT  1971   45    1926     2.195
AUT  1971   46    1925     2.198
AUT  1971   47    1924     2.200
AUT  1971   48    1923     2.201
AUT  1971   49    1922     2.201
AUT  1971   50    1921     2.201
AUT  1971   51    1920     2.201
AUT  1971   52    1919     2.201
AUT  1971   53    1918     2.201
AUT  1971   54    1917     2.201
AUT  1971   55    1916     2.201
AUT  1972   12    1960     0.000
AUT  1972   13    1959     0.000
AUT  1972   14    1958     0.000
AUT  1972   15    1957     0.000
AUT  1972   16    1956     0.002
AUT  1972   17    1955     0.013
AUT  1972   18    1954     0.046
AUT  1972   19    1953     0.117
AUT  1972   20    1952     0.225
AUT  1972   21    1951     0.356
AUT  1972   22    1950     0.498
AUT  1972   23    1949     0.642
AUT  1972   24    1948     0.787
AUT  1972   25    1947     0.925
AUT  1972   26    1946     1.056
AUT  1972   27    1945     1.178
AUT  1972   28    1944     1.286
AUT  1972   29    1943     1.386
AUT  1972   30    1942     1.477
AUT  1972   31    1941     1.561
AUT  1972   32    1940     1.635
AUT  1972   33    1939     1.701
AUT  1972   34    1938     1.762
AUT  1972   35    1937     1.818
AUT  1972   36    1936     1.871
AUT  1972   37    1935     1.914
AUT  1972   38    1934     1.953
AUT  1972   39    1933     1.986
AUT  1972   40    1932     2.014
AUT  1972   41    1931     2.038
AUT  1972   42    1930     2.054
AUT  1972   43    1929     2.066
AUT  1972   44    1928     2.075
AUT  1972   45    1927     2.081
AUT  1972   46    1926     2.083
AUT  1972   47    1925     2.085
AUT  1972   48    1924     2.086
AUT  1972   49    1923     2.086
AUT  1972   50    1922     2.086
AUT  1972   51    1921     2.086
AUT  1972   52    1920     2.086
AUT  1972   53    1919     2.086
AUT  1972   54    1918     2.086
AUT  1972   55    1917     2.086
AUT  1973   12    1961     0.000
AUT  1973   13    1960     0.000
AUT  1973   14    1959     0.000
AUT  1973   15    1958     0.000
AUT  1973   16    1957     0.002
AUT  1973   17    1956     0.013
AUT  1973   18    1955     0.049
AUT  1973   19    1954     0.117
AUT  1973   20    1953     0.218
AUT  1973   21    1952     0.342
AUT  1973   22    1951     0.476
AUT  1973   23    1950     0.611
AUT  1973   24    1949     0.745
AUT  1973   25    1948     0.878
AUT  1973   26    1947     0.997
AUT  1973   27    1946     1.109
AUT  1973   28    1945     1.212
AUT  1973   29    1944     1.303
AUT  1973   30    1943     1.386
AUT  1973   31    1942     1.462
AUT  1973   32    1941     1.530
AUT  1973   33    1940     1.591
AUT  1973   34    1939     1.646
AUT  1973   35    1938     1.694
AUT  1973   36    1937     1.740
AUT  1973   37    1936     1.781
AUT  1973   38    1935     1.818
AUT  1973   39    1934     1.849
AUT  1973   40    1933     1.875
AUT  1973   41    1932     1.895
AUT  1973   42    1931     1.910
AUT  1973   43    1930     1.921
AUT  1973   44    1929     1.929
AUT  1973   45    1928     1.934
AUT  1973   46    1927     1.936
AUT  1973   47    1926     1.938
AUT  1973   48    1925     1.938
AUT  1973   49    1924     1.938
AUT  1973   50    1923     1.939
AUT  1973   51    1922     1.939
AUT  1973   52    1921     1.939
AUT  1973   53    1920     1.939
AUT  1973   54    1919     1.939
AUT  1973   55    1918     1.939
AUT  1974   12    1962     0.000
AUT  1974   13    1961     0.000
AUT  1974   14    1960     0.000
AUT  1974   15    1959     0.000
AUT  1974   16    1958     0.003
AUT  1974   17    1957     0.012
AUT  1974   18    1956     0.046
AUT  1974   19    1955     0.112
AUT  1974   20    1954     0.211
AUT  1974   21    1953     0.333
AUT  1974   22    1952     0.467
AUT  1974   23    1951     0.605
AUT  1974   24    1950     0.738
AUT  1974   25    1949     0.870
AUT  1974   26    1948     0.995
AUT  1974   27    1947     1.110
AUT  1974   28    1946     1.212
AUT  1974   29    1945     1.306
AUT  1974   30    1944     1.389
AUT  1974   31    1943     1.460
AUT  1974   32    1942     1.524
AUT  1974   33    1941     1.585
AUT  1974   34    1940     1.635
AUT  1974   35    1939     1.681
AUT  1974   36    1938     1.720
AUT  1974   37    1937     1.759
AUT  1974   38    1936     1.793
AUT  1974   39    1935     1.823
AUT  1974   40    1934     1.847
AUT  1974   41    1933     1.866
AUT  1974   42    1932     1.881
AUT  1974   43    1931     1.892
AUT  1974   44    1930     1.899
AUT  1974   45    1929     1.904
AUT  1974   46    1928     1.906
AUT  1974   47    1927     1.908
AUT  1974   48    1926     1.908
AUT  1974   49    1925     1.908
AUT  1974   50    1924     1.908
AUT  1974   51    1923     1.908
AUT  1974   52    1922     1.908
AUT  1974   53    1921     1.908
AUT  1974   54    1920     1.908
AUT  1974   55    1919     1.908
AUT  1975   12    1963     0.000
AUT  1975   13    1962     0.000
AUT  1975   14    1961     0.000
AUT  1975   15    1960     0.000
AUT  1975   16    1959     0.002
AUT  1975   17    1958     0.010
AUT  1975   18    1957     0.038
AUT  1975   19    1956     0.096
AUT  1975   20    1955     0.187
AUT  1975   21    1954     0.300
AUT  1975   22    1953     0.427
AUT  1975   23    1952     0.561
AUT  1975   24    1951     0.695
AUT  1975   25    1950     0.826
AUT  1975   26    1949     0.949
AUT  1975   27    1948     1.064
AUT  1975   28    1947     1.169
AUT  1975   29    1946     1.262
AUT  1975   30    1945     1.346
AUT  1975   31    1944     1.416
AUT  1975   32    1943     1.481
AUT  1975   33    1942     1.537
AUT  1975   34    1941     1.584
AUT  1975   35    1940     1.625
AUT  1975   36    1939     1.662
AUT  1975   37    1938     1.694
AUT  1975   38    1937     1.724
AUT  1975   39    1936     1.749
AUT  1975   40    1935     1.771
AUT  1975   41    1934     1.790
AUT  1975   42    1933     1.803
AUT  1975   43    1932     1.813
AUT  1975   44    1931     1.819
AUT  1975   45    1930     1.823
AUT  1975   46    1929     1.825
AUT  1975   47    1928     1.826
AUT  1975   48    1927     1.827
AUT  1975   49    1926     1.827
AUT  1975   50    1925     1.827
AUT  1975   51    1924     1.827
AUT  1975   52    1923     1.827
AUT  1975   53    1922     1.827
AUT  1975   54    1921     1.827
AUT  1975   55    1920     1.827
AUT  1976   12    1964     0.000
AUT  1976   13    1963     0.000
AUT  1976   14    1962     0.000
AUT  1976   15    1961     0.000
AUT  1976   16    1960     0.001
AUT  1976   17    1959     0.008
AUT  1976   18    1958     0.033
AUT  1976   19    1957     0.084
AUT  1976   20    1956     0.163
AUT  1976   21    1955     0.264
AUT  1976   22    1954     0.378
AUT  1976   23    1953     0.502
AUT  1976   24    1952     0.629
AUT  1976   25    1951     0.752
AUT  1976   26    1950     0.870
AUT  1976   27    1949     0.983
AUT  1976   28    1948     1.085
AUT  1976   29    1947     1.175
AUT  1976   30    1946     1.254
AUT  1976   31    1945     1.324
AUT  1976   32    1944     1.383
AUT  1976   33    1943     1.433
AUT  1976   34    1942     1.478
AUT  1976   35    1941     1.518
AUT  1976   36    1940     1.551
AUT  1976   37    1939     1.580
AUT  1976   38    1938     1.603
AUT  1976   39    1937     1.625
AUT  1976   40    1936     1.643
AUT  1976   41    1935     1.658
AUT  1976   42    1934     1.669
AUT  1976   43    1933     1.677
AUT  1976   44    1932     1.682
AUT  1976   45    1931     1.686
AUT  1976   46    1930     1.688
AUT  1976   47    1929     1.688
AUT  1976   48    1928     1.689
AUT  1976   49    1927     1.689
AUT  1976   50    1926     1.689
AUT  1976   51    1925     1.689
AUT  1976   52    1924     1.689
AUT  1976   53    1923     1.689
AUT  1976   54    1922     1.689
AUT  1976   55    1921     1.689
AUT  1977   12    1965     0.000
AUT  1977   13    1964     0.000
AUT  1977   14    1963     0.000
AUT  1977   15    1962     0.000
AUT  1977   16    1961     0.001
AUT  1977   17    1960     0.007
AUT  1977   18    1959     0.029
AUT  1977   19    1958     0.074
AUT  1977   20    1957     0.144
AUT  1977   21    1956     0.240
AUT  1977   22    1955     0.351
AUT  1977   23    1954     0.471
AUT  1977   24    1953     0.594
AUT  1977   25    1952     0.718
AUT  1977   26    1951     0.836
AUT  1977   27    1950     0.945
AUT  1977   28    1949     1.046
AUT  1977   29    1948     1.138
AUT  1977   30    1947     1.217
AUT  1977   31    1946     1.283
AUT  1977   32    1945     1.344
AUT  1977   33    1944     1.392
AUT  1977   34    1943     1.434
AUT  1977   35    1942     1.471
AUT  1977   36    1941     1.504
AUT  1977   37    1940     1.530
AUT  1977   38    1939     1.552
AUT  1977   39    1938     1.570
AUT  1977   40    1937     1.587
AUT  1977   41    1936     1.601
AUT  1977   42    1935     1.612
AUT  1977   43    1934     1.620
AUT  1977   44    1933     1.625
AUT  1977   45    1932     1.628
AUT  1977   46    1931     1.630
AUT  1977   47    1930     1.630
AUT  1977   48    1929     1.631
AUT  1977   49    1928     1.631
AUT  1977   50    1927     1.631
AUT  1977   51    1926     1.631
AUT  1977   52    1925     1.631
AUT  1977   53    1924     1.631
AUT  1977   54    1923     1.631
AUT  1977   55    1922     1.631
AUT  1978   12    1966     0.000
AUT  1978   13    1965     0.000
AUT  1978   14    1964     0.000
AUT  1978   15    1963     0.000
AUT  1978   16    1962     0.001
AUT  1978   17    1961     0.007
AUT  1978   18    1960     0.026
AUT  1978   19    1959     0.068
AUT  1978   20    1958     0.138
AUT  1978   21    1957     0.228
AUT  1978   22    1956     0.334
AUT  1978   23    1955     0.450
AUT  1978   24    1954     0.571
AUT  1978   25    1953     0.693
AUT  1978   26    1952     0.815
AUT  1978   27    1951     0.929
AUT  1978   28    1950     1.032
AUT  1978   29    1949     1.124
AUT  1978   30    1948     1.205
AUT  1978   31    1947     1.273
AUT  1978   32    1946     1.331
AUT  1978   33    1945     1.382
AUT  1978   34    1944     1.424
AUT  1978   35    1943     1.459
AUT  1978   36    1942     1.489
AUT  1978   37    1941     1.515
AUT  1978   38    1940     1.535
AUT  1978   39    1939     1.552
AUT  1978   40    1938     1.566
AUT  1978   41    1937     1.578
AUT  1978   42    1936     1.587
AUT  1978   43    1935     1.594
AUT  1978   44    1934     1.599
AUT  1978   45    1933     1.602
AUT  1978   46    1932     1.603
AUT  1978   47    1931     1.604
AUT  1978   48    1930     1.605
AUT  1978   49    1929     1.605
AUT  1978   50    1928     1.605
AUT  1978   51    1927     1.605
AUT  1978   52    1926     1.605
AUT  1978   53    1925     1.605
AUT  1978   54    1924     1.605
AUT  1978   55    1923     1.605
AUT  1979   12    1967     0.000
AUT  1979   13    1966     0.000
AUT  1979   14    1965     0.000
AUT  1979   15    1964     0.000
AUT  1979   16    1963     0.001
AUT  1979   17    1962     0.006
AUT  1979   18    1961     0.025
AUT  1979   19    1960     0.065
AUT  1979   20    1959     0.132
AUT  1979   21    1958     0.221
AUT  1979   22    1957     0.329
AUT  1979   23    1956     0.443
AUT  1979   24    1955     0.563
AUT  1979   25    1954     0.686
AUT  1979   26    1953     0.805
AUT  1979   27    1952     0.919
AUT  1979   28    1951     1.021
AUT  1979   29    1950     1.114
AUT  1979   30    1949     1.196
AUT  1979   31    1948     1.269
AUT  1979   32    1947     1.329
AUT  1979   33    1946     1.380
AUT  1979   34    1945     1.421
AUT  1979   35    1944     1.456
AUT  1979   36    1943     1.487
AUT  1979   37    1942     1.512
AUT  1979   38    1941     1.534
AUT  1979   39    1940     1.551
AUT  1979   40    1939     1.565
AUT  1979   41    1938     1.574
AUT  1979   42    1937     1.582
AUT  1979   43    1936     1.588
AUT  1979   44    1935     1.592
AUT  1979   45    1934     1.595
AUT  1979   46    1933     1.597
AUT  1979   47    1932     1.597
AUT  1979   48    1931     1.598
AUT  1979   49    1930     1.598
AUT  1979   50    1929     1.598
AUT  1979   51    1928     1.598
AUT  1979   52    1927     1.598
AUT  1979   53    1926     1.598
AUT  1979   54    1925     1.598
AUT  1979   55    1924     1.598
AUT  1980   12    1968     0.000
AUT  1980   13    1967     0.000
AUT  1980   14    1966     0.000
AUT  1980   15    1965     0.000
AUT  1980   16    1964     0.001
AUT  1980   17    1963     0.007
AUT  1980   18    1962     0.025
AUT  1980   19    1961     0.065
AUT  1980   20    1960     0.133
AUT  1980   21    1959     0.225
AUT  1980   22    1958     0.334
AUT  1980   23    1957     0.452
AUT  1980   24    1956     0.576
AUT  1980   25    1955     0.703
AUT  1980   26    1954     0.827
AUT  1980   27    1953     0.945
AUT  1980   28    1952     1.053
AUT  1980   29    1951     1.150
AUT  1980   30    1950     1.235
AUT  1980   31    1949     1.310
AUT  1980   32    1948     1.374
AUT  1980   33    1947     1.428
AUT  1980   34    1946     1.473
AUT  1980   35    1945     1.511
AUT  1980   36    1944     1.543
AUT  1980   37    1943     1.569
AUT  1980   38    1942     1.588
AUT  1980   39    1941     1.607
AUT  1980   40    1940     1.620
AUT  1980   41    1939     1.630
AUT  1980   42    1938     1.637
AUT  1980   43    1937     1.642
AUT  1980   44    1936     1.646
AUT  1980   45    1935     1.649
AUT  1980   46    1934     1.650
AUT  1980   47    1933     1.651
AUT  1980   48    1932     1.651
AUT  1980   49    1931     1.652
AUT  1980   50    1930     1.652
AUT  1980   51    1929     1.652
AUT  1980   52    1928     1.652
AUT  1980   53    1927     1.652
AUT  1980   54    1926     1.652
AUT  1980   55    1925     1.652
AUT  1981   12    1969     0.000
AUT  1981   13    1968     0.000
AUT  1981   14    1967     0.000
AUT  1981   15    1966     0.000
AUT  1981   16    1965     0.001
AUT  1981   17    1964     0.006
AUT  1981   18    1963     0.024
AUT  1981   19    1962     0.062
AUT  1981   20    1961     0.128
AUT  1981   21    1960     0.219
AUT  1981   22    1959     0.331
AUT  1981   23    1958     0.451
AUT  1981   24    1957     0.577
AUT  1981   25    1956     0.705
AUT  1981   26    1955     0.828
AUT  1981   27    1954     0.944
AUT  1981   28    1953     1.054
AUT  1981   29    1952     1.153
AUT  1981   30    1951     1.244
AUT  1981   31    1950     1.322
AUT  1981   32    1949     1.390
AUT  1981   33    1948     1.446
AUT  1981   34    1947     1.493
AUT  1981   35    1946     1.531
AUT  1981   36    1945     1.564
AUT  1981   37    1944     1.591
AUT  1981   38    1943     1.612
AUT  1981   39    1942     1.630
AUT  1981   40    1941     1.643
AUT  1981   41    1940     1.653
AUT  1981   42    1939     1.660
AUT  1981   43    1938     1.665
AUT  1981   44    1937     1.669
AUT  1981   45    1936     1.671
AUT  1981   46    1935     1.672
AUT  1981   47    1934     1.673
AUT  1981   48    1933     1.673
AUT  1981   49    1932     1.674
AUT  1981   50    1931     1.674
AUT  1981   51    1930     1.674
AUT  1981   52    1929     1.674
AUT  1981   53    1928     1.674
AUT  1981   54    1927     1.674
