Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 25/09/2014
Code Cohort  Age     CCFR
PRT  1933    24     0.626
PRT  1933    25     0.802
PRT  1933    26     0.986
PRT  1933    27     1.172
PRT  1933    28     1.354
PRT  1933    29     1.532
PRT  1933    30     1.697
PRT  1933    31     1.861
PRT  1933    32     2.004
PRT  1933    33     2.142
PRT  1933    34     2.268
PRT  1933    35     2.382
PRT  1933    36     2.485
PRT  1933    37     2.578
PRT  1933    38     2.656
PRT  1933    39     2.724
PRT  1933    40     2.781
PRT  1933    41     2.828
PRT  1933    42     2.861
PRT  1933    43     2.886
PRT  1933    44     2.903
PRT  1933    45     2.912
PRT  1933    46     2.918
PRT  1933    47     2.920
PRT  1933    48     2.921
PRT  1933    49     2.922
PRT  1933    50     2.922
PRT  1933    51     2.922
PRT  1933    52     2.922
PRT  1933    53     2.923
PRT  1933    54     2.923
PRT  1933    55     2.923
PRT  1934    12     0.000
PRT  1934    13     0.000
PRT  1934    14     0.000
PRT  1934    15     0.000
PRT  1934    16     0.002
PRT  1934    17     0.008
PRT  1934    18     0.024
PRT  1934    19     0.058
PRT  1934    20     0.116
PRT  1934    21     0.202
PRT  1934    22     0.312
PRT  1934    23     0.463
PRT  1934    24     0.635
PRT  1934    25     0.817
PRT  1934    26     1.006
PRT  1934    27     1.194
PRT  1934    28     1.380
PRT  1934    29     1.558
PRT  1934    30     1.725
PRT  1934    31     1.889
PRT  1934    32     2.030
PRT  1934    33     2.166
PRT  1934    34     2.289
PRT  1934    35     2.400
PRT  1934    36     2.499
PRT  1934    37     2.588
PRT  1934    38     2.662
PRT  1934    39     2.726
PRT  1934    40     2.780
PRT  1934    41     2.824
PRT  1934    42     2.855
PRT  1934    43     2.877
PRT  1934    44     2.892
PRT  1934    45     2.900
PRT  1934    46     2.905
PRT  1934    47     2.908
PRT  1934    48     2.909
PRT  1934    49     2.909
PRT  1934    50     2.909
PRT  1934    51     2.910
PRT  1934    52     2.910
PRT  1934    53     2.910
PRT  1934    54     2.910
PRT  1934    55     2.910
PRT  1935    12     0.000
PRT  1935    13     0.000
PRT  1935    14     0.000
PRT  1935    15     0.000
PRT  1935    16     0.002
PRT  1935    17     0.008
PRT  1935    18     0.024
PRT  1935    19     0.058
PRT  1935    20     0.114
PRT  1935    21     0.202
PRT  1935    22     0.318
PRT  1935    23     0.474
PRT  1935    24     0.647
PRT  1935    25     0.832
PRT  1935    26     1.025
PRT  1935    27     1.216
PRT  1935    28     1.403
PRT  1935    29     1.581
PRT  1935    30     1.746
PRT  1935    31     1.908
PRT  1935    32     2.046
PRT  1935    33     2.177
PRT  1935    34     2.295
PRT  1935    35     2.400
PRT  1935    36     2.496
PRT  1935    37     2.579
PRT  1935    38     2.649
PRT  1935    39     2.710
PRT  1935    40     2.762
PRT  1935    41     2.801
PRT  1935    42     2.829
PRT  1935    43     2.848
PRT  1935    44     2.860
PRT  1935    45     2.868
PRT  1935    46     2.872
PRT  1935    47     2.874
PRT  1935    48     2.875
PRT  1935    49     2.875
PRT  1935    50     2.876
PRT  1935    51     2.876
PRT  1935    52     2.876
PRT  1935    53     2.876
PRT  1935    54     2.876
PRT  1935    55     2.876
PRT  1936    12     0.000
PRT  1936    13     0.000
PRT  1936    14     0.000
PRT  1936    15     0.000
PRT  1936    16     0.002
PRT  1936    17     0.008
PRT  1936    18     0.024
PRT  1936    19     0.057
PRT  1936    20     0.111
PRT  1936    21     0.204
PRT  1936    22     0.329
PRT  1936    23     0.486
PRT  1936    24     0.663
PRT  1936    25     0.851
PRT  1936    26     1.047
PRT  1936    27     1.240
PRT  1936    28     1.428
PRT  1936    29     1.608
PRT  1936    30     1.772
PRT  1936    31     1.933
PRT  1936    32     2.067
PRT  1936    33     2.196
PRT  1936    34     2.311
PRT  1936    35     2.414
PRT  1936    36     2.509
PRT  1936    37     2.587
PRT  1936    38     2.656
PRT  1936    39     2.714
PRT  1936    40     2.761
PRT  1936    41     2.797
PRT  1936    42     2.822
PRT  1936    43     2.838
PRT  1936    44     2.850
PRT  1936    45     2.856
PRT  1936    46     2.860
PRT  1936    47     2.862
PRT  1936    48     2.863
PRT  1936    49     2.863
PRT  1936    50     2.864
PRT  1936    51     2.864
PRT  1936    52     2.864
PRT  1936    53     2.864
PRT  1936    54     2.864
PRT  1936    55     2.864
PRT  1937    12     0.000
PRT  1937    13     0.000
PRT  1937    14     0.000
PRT  1937    15     0.000
PRT  1937    16     0.002
PRT  1937    17     0.008
PRT  1937    18     0.022
PRT  1937    19     0.053
PRT  1937    20     0.113
PRT  1937    21     0.212
PRT  1937    22     0.339
PRT  1937    23     0.500
PRT  1937    24     0.679
PRT  1937    25     0.871
PRT  1937    26     1.067
PRT  1937    27     1.263
PRT  1937    28     1.454
PRT  1937    29     1.636
PRT  1937    30     1.799
PRT  1937    31     1.957
PRT  1937    32     2.092
PRT  1937    33     2.218
PRT  1937    34     2.331
PRT  1937    35     2.430
PRT  1937    36     2.517
PRT  1937    37     2.594
PRT  1937    38     2.659
PRT  1937    39     2.713
PRT  1937    40     2.757
PRT  1937    41     2.788
PRT  1937    42     2.810
PRT  1937    43     2.826
PRT  1937    44     2.836
PRT  1937    45     2.841
PRT  1937    46     2.844
PRT  1937    47     2.845
PRT  1937    48     2.846
PRT  1937    49     2.846
PRT  1937    50     2.846
PRT  1937    51     2.847
PRT  1937    52     2.847
PRT  1937    53     2.847
PRT  1937    54     2.847
PRT  1937    55     2.847
PRT  1938    12     0.000
PRT  1938    13     0.000
PRT  1938    14     0.000
PRT  1938    15     0.000
PRT  1938    16     0.002
PRT  1938    17     0.007
PRT  1938    18     0.019
PRT  1938    19     0.054
PRT  1938    20     0.120
PRT  1938    21     0.221
PRT  1938    22     0.348
PRT  1938    23     0.512
PRT  1938    24     0.696
PRT  1938    25     0.890
PRT  1938    26     1.089
PRT  1938    27     1.292
PRT  1938    28     1.486
PRT  1938    29     1.671
PRT  1938    30     1.836
PRT  1938    31     1.995
PRT  1938    32     2.133
PRT  1938    33     2.260
PRT  1938    34     2.371
PRT  1938    35     2.468
PRT  1938    36     2.554
PRT  1938    37     2.628
PRT  1938    38     2.688
PRT  1938    39     2.737
PRT  1938    40     2.775
PRT  1938    41     2.804
PRT  1938    42     2.823
PRT  1938    43     2.836
PRT  1938    44     2.845
PRT  1938    45     2.851
PRT  1938    46     2.854
PRT  1938    47     2.855
PRT  1938    48     2.856
PRT  1938    49     2.856
PRT  1938    50     2.856
PRT  1938    51     2.856
PRT  1938    52     2.856
PRT  1938    53     2.856
PRT  1938    54     2.856
PRT  1938    55     2.856
PRT  1939    12     0.000
PRT  1939    13     0.000
PRT  1939    14     0.000
PRT  1939    15     0.000
PRT  1939    16     0.002
PRT  1939    17     0.006
PRT  1939    18     0.022
PRT  1939    19     0.062
PRT  1939    20     0.128
PRT  1939    21     0.230
PRT  1939    22     0.358
PRT  1939    23     0.523
PRT  1939    24     0.704
PRT  1939    25     0.900
PRT  1939    26     1.102
PRT  1939    27     1.302
PRT  1939    28     1.494
PRT  1939    29     1.674
PRT  1939    30     1.837
PRT  1939    31     1.990
PRT  1939    32     2.126
PRT  1939    33     2.248
PRT  1939    34     2.353
PRT  1939    35     2.447
PRT  1939    36     2.528
PRT  1939    37     2.596
PRT  1939    38     2.649
PRT  1939    39     2.692
PRT  1939    40     2.725
PRT  1939    41     2.750
PRT  1939    42     2.769
PRT  1939    43     2.782
PRT  1939    44     2.791
PRT  1939    45     2.796
PRT  1939    46     2.799
PRT  1939    47     2.800
PRT  1939    48     2.801
PRT  1939    49     2.801
PRT  1939    50     2.801
PRT  1939    51     2.801
PRT  1939    52     2.801
PRT  1939    53     2.801
PRT  1939    54     2.801
PRT  1939    55     2.801
PRT  1940    12     0.000
PRT  1940    13     0.000
PRT  1940    14     0.000
PRT  1940    15     0.000
PRT  1940    16     0.001
PRT  1940    17     0.007
PRT  1940    18     0.026
PRT  1940    19     0.066
PRT  1940    20     0.133
PRT  1940    21     0.238
PRT  1940    22     0.369
PRT  1940    23     0.530
PRT  1940    24     0.708
PRT  1940    25     0.905
PRT  1940    26     1.103
PRT  1940    27     1.296
PRT  1940    28     1.478
PRT  1940    29     1.649
PRT  1940    30     1.801
PRT  1940    31     1.939
PRT  1940    32     2.064
PRT  1940    33     2.173
PRT  1940    34     2.270
PRT  1940    35     2.355
PRT  1940    36     2.427
PRT  1940    37     2.487
PRT  1940    38     2.532
PRT  1940    39     2.569
PRT  1940    40     2.598
PRT  1940    41     2.621
PRT  1940    42     2.637
PRT  1940    43     2.648
PRT  1940    44     2.655
PRT  1940    45     2.659
PRT  1940    46     2.661
PRT  1940    47     2.662
PRT  1940    48     2.663
PRT  1940    49     2.663
PRT  1940    50     2.663
PRT  1940    51     2.663
PRT  1940    52     2.663
PRT  1940    53     2.663
PRT  1940    54     2.663
PRT  1940    55     2.663
PRT  1941    12     0.000
PRT  1941    13     0.000
PRT  1941    14     0.000
PRT  1941    15     0.000
PRT  1941    16     0.002
PRT  1941    17     0.009
PRT  1941    18     0.029
PRT  1941    19     0.070
PRT  1941    20     0.137
PRT  1941    21     0.246
PRT  1941    22     0.377
PRT  1941    23     0.538
PRT  1941    24     0.722
PRT  1941    25     0.918
PRT  1941    26     1.117
PRT  1941    27     1.310
PRT  1941    28     1.491
PRT  1941    29     1.657
PRT  1941    30     1.808
PRT  1941    31     1.942
PRT  1941    32     2.059
PRT  1941    33     2.164
PRT  1941    34     2.254
PRT  1941    35     2.332
PRT  1941    36     2.396
PRT  1941    37     2.449
PRT  1941    38     2.489
PRT  1941    39     2.522
PRT  1941    40     2.548
PRT  1941    41     2.569
PRT  1941    42     2.583
PRT  1941    43     2.592
PRT  1941    44     2.599
PRT  1941    45     2.602
PRT  1941    46     2.604
PRT  1941    47     2.605
PRT  1941    48     2.605
PRT  1941    49     2.605
PRT  1941    50     2.606
PRT  1941    51     2.606
PRT  1941    52     2.606
PRT  1941    53     2.606
PRT  1941    54     2.606
PRT  1941    55     2.606
PRT  1942    12     0.000
PRT  1942    13     0.000
PRT  1942    14     0.000
PRT  1942    15     0.000
PRT  1942    16     0.003
PRT  1942    17     0.010
PRT  1942    18     0.031
PRT  1942    19     0.073
PRT  1942    20     0.143
PRT  1942    21     0.251
PRT  1942    22     0.382
PRT  1942    23     0.546
PRT  1942    24     0.729
PRT  1942    25     0.925
PRT  1942    26     1.124
PRT  1942    27     1.313
PRT  1942    28     1.493
PRT  1942    29     1.655
PRT  1942    30     1.803
PRT  1942    31     1.934
PRT  1942    32     2.046
PRT  1942    33     2.148
PRT  1942    34     2.233
PRT  1942    35     2.303
PRT  1942    36     2.360
PRT  1942    37     2.407
PRT  1942    38     2.443
PRT  1942    39     2.473
PRT  1942    40     2.497
PRT  1942    41     2.515
PRT  1942    42     2.528
PRT  1942    43     2.536
PRT  1942    44     2.542
PRT  1942    45     2.545
PRT  1942    46     2.547
PRT  1942    47     2.548
PRT  1942    48     2.548
PRT  1942    49     2.548
PRT  1942    50     2.548
PRT  1942    51     2.548
PRT  1942    52     2.548
PRT  1942    53     2.548
PRT  1942    54     2.548
PRT  1942    55     2.548
PRT  1943    12     0.000
PRT  1943    13     0.000
PRT  1943    14     0.000
PRT  1943    15     0.000
PRT  1943    16     0.003
PRT  1943    17     0.010
PRT  1943    18     0.031
PRT  1943    19     0.075
PRT  1943    20     0.145
PRT  1943    21     0.253
PRT  1943    22     0.387
PRT  1943    23     0.553
PRT  1943    24     0.740
PRT  1943    25     0.938
PRT  1943    26     1.140
PRT  1943    27     1.330
PRT  1943    28     1.510
PRT  1943    29     1.672
PRT  1943    30     1.813
PRT  1943    31     1.943
PRT  1943    32     2.054
PRT  1943    33     2.151
PRT  1943    34     2.231
PRT  1943    35     2.295
PRT  1943    36     2.349
PRT  1943    37     2.393
PRT  1943    38     2.430
PRT  1943    39     2.458
PRT  1943    40     2.480
PRT  1943    41     2.497
PRT  1943    42     2.508
PRT  1943    43     2.516
PRT  1943    44     2.522
PRT  1943    45     2.524
PRT  1943    46     2.526
PRT  1943    47     2.526
PRT  1943    48     2.527
PRT  1943    49     2.527
PRT  1943    50     2.527
PRT  1943    51     2.527
PRT  1943    52     2.527
PRT  1943    53     2.527
PRT  1943    54     2.527
PRT  1943    55     2.527
PRT  1944    12     0.000
PRT  1944    13     0.000
PRT  1944    14     0.000
PRT  1944    15     0.000
PRT  1944    16     0.002
PRT  1944    17     0.010
PRT  1944    18     0.030
PRT  1944    19     0.073
PRT  1944    20     0.142
PRT  1944    21     0.252
PRT  1944    22     0.386
PRT  1944    23     0.556
PRT  1944    24     0.745
PRT  1944    25     0.944
PRT  1944    26     1.147
PRT  1944    27     1.341
PRT  1944    28     1.519
PRT  1944    29     1.676
PRT  1944    30     1.815
PRT  1944    31     1.945
PRT  1944    32     2.052
PRT  1944    33     2.143
PRT  1944    34     2.218
PRT  1944    35     2.279
PRT  1944    36     2.330
PRT  1944    37     2.372
PRT  1944    38     2.405
PRT  1944    39     2.432
PRT  1944    40     2.452
PRT  1944    41     2.467
PRT  1944    42     2.478
PRT  1944    43     2.486
PRT  1944    44     2.490
PRT  1944    45     2.493
PRT  1944    46     2.494
PRT  1944    47     2.495
PRT  1944    48     2.495
PRT  1944    49     2.495
PRT  1944    50     2.495
PRT  1944    51     2.495
PRT  1944    52     2.495
PRT  1944    53     2.495
PRT  1944    54     2.495
PRT  1944    55     2.495
PRT  1945    12     0.000
PRT  1945    13     0.000
PRT  1945    14     0.000
PRT  1945    15     0.000
PRT  1945    16     0.002
PRT  1945    17     0.010
PRT  1945    18     0.030
PRT  1945    19     0.073
PRT  1945    20     0.141
PRT  1945    21     0.248
PRT  1945    22     0.382
PRT  1945    23     0.547
PRT  1945    24     0.732
PRT  1945    25     0.928
PRT  1945    26     1.127
PRT  1945    27     1.315
PRT  1945    28     1.483
PRT  1945    29     1.633
PRT  1945    30     1.769
PRT  1945    31     1.893
PRT  1945    32     1.993
PRT  1945    33     2.077
PRT  1945    34     2.146
PRT  1945    35     2.204
PRT  1945    36     2.251
PRT  1945    37     2.291
PRT  1945    38     2.322
PRT  1945    39     2.346
PRT  1945    40     2.366
PRT  1945    41     2.380
PRT  1945    42     2.390
PRT  1945    43     2.397
PRT  1945    44     2.401
PRT  1945    45     2.403
PRT  1945    46     2.404
PRT  1945    47     2.405
PRT  1945    48     2.405
PRT  1945    49     2.405
PRT  1945    50     2.405
PRT  1945    51     2.405
PRT  1945    52     2.405
PRT  1945    53     2.405
PRT  1945    54     2.405
PRT  1945    55     2.405
PRT  1946    12     0.000
PRT  1946    13     0.000
PRT  1946    14     0.000
