Cumulative period fertility rates by birth order (Lexis squares)
Last modified: 25/09/2014
Code Year    Age     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
AUT  1993    35     1.370     0.673     0.485     0.158     0.040     0.014
AUT  1993    36     1.405     0.680     0.497     0.168     0.044     0.017
AUT  1993    37     1.432     0.685     0.506     0.175     0.047     0.019
AUT  1993    38     1.453     0.689     0.512     0.181     0.050     0.020
AUT  1993    39     1.469     0.692     0.516     0.185     0.053     0.022
AUT  1993    40     1.480     0.694     0.519     0.189     0.055     0.024
AUT  1993    41     1.489     0.695     0.521     0.191     0.056     0.025
AUT  1993    42     1.494     0.696     0.522     0.193     0.057     0.026
AUT  1993    43     1.497     0.697     0.523     0.193     0.058     0.027
AUT  1993    44     1.499     0.697     0.523     0.194     0.058     0.027
AUT  1993    45     1.500     0.697     0.524     0.194     0.058     0.028
AUT  1993    46     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    47     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    48     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    49     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    50     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    51     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    52     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    53     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    54     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1993    55     1.501     0.697     0.524     0.194     0.059     0.028
AUT  1994    12     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1994    13     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1994    14     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1994    15     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1994    16     0.002     0.002     0.000     0.000     0.000     0.000
AUT  1994    17     0.008     0.007     0.000     0.000     0.000     0.000
AUT  1994    18     0.022     0.020     0.001     0.000     0.000     0.000
AUT  1994    19     0.049     0.044     0.004     0.000     0.000     0.000
AUT  1994    20     0.091     0.080     0.010     0.001     0.000     0.000
AUT  1994    21     0.153     0.128     0.022     0.003     0.000     0.000
AUT  1994    22     0.226     0.179     0.042     0.005     0.000     0.000
AUT  1994    23     0.307     0.230     0.067     0.009     0.001     0.000
AUT  1994    24     0.401     0.285     0.100     0.014     0.002     0.000
AUT  1994    25     0.503     0.340     0.138     0.022     0.003     0.000
AUT  1994    26     0.609     0.393     0.180     0.031     0.004     0.001
AUT  1994    27     0.719     0.446     0.224     0.042     0.007     0.001
AUT  1994    28     0.828     0.491     0.271     0.055     0.009     0.002
AUT  1994    29     0.931     0.530     0.316     0.070     0.012     0.003
AUT  1994    30     1.025     0.563     0.356     0.085     0.016     0.004
AUT  1994    31     1.108     0.589     0.391     0.101     0.021     0.006
AUT  1994    32     1.178     0.610     0.421     0.116     0.025     0.007
AUT  1994    33     1.239     0.625     0.445     0.130     0.030     0.009
AUT  1994    34     1.290     0.638     0.464     0.142     0.034     0.011
AUT  1994    35     1.333     0.648     0.480     0.153     0.039     0.013
AUT  1994    36     1.368     0.656     0.492     0.162     0.042     0.015
AUT  1994    37     1.397     0.662     0.501     0.170     0.046     0.017
AUT  1994    38     1.418     0.666     0.507     0.176     0.049     0.019
AUT  1994    39     1.434     0.669     0.512     0.181     0.052     0.021
AUT  1994    40     1.445     0.671     0.515     0.184     0.053     0.022
AUT  1994    41     1.452     0.672     0.517     0.186     0.054     0.023
AUT  1994    42     1.458     0.673     0.518     0.187     0.055     0.024
AUT  1994    43     1.461     0.673     0.519     0.188     0.056     0.025
AUT  1994    44     1.463     0.674     0.519     0.189     0.056     0.026
AUT  1994    45     1.464     0.674     0.519     0.189     0.056     0.026
AUT  1994    46     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    47     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    48     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    49     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    50     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    51     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    52     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    53     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    54     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1994    55     1.465     0.674     0.520     0.189     0.057     0.026
AUT  1995    12     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1995    13     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1995    14     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1995    15     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1995    16     0.002     0.002     0.000     0.000     0.000     0.000
AUT  1995    17     0.007     0.007     0.000     0.000     0.000     0.000
AUT  1995    18     0.021     0.020     0.001     0.000     0.000     0.000
AUT  1995    19     0.044     0.041     0.004     0.000     0.000     0.000
AUT  1995    20     0.086     0.076     0.009     0.001     0.000     0.000
AUT  1995    21     0.140     0.118     0.020     0.002     0.000     0.000
AUT  1995    22     0.207     0.165     0.037     0.004     0.000     0.000
AUT  1995    23     0.284     0.212     0.063     0.008     0.001     0.000
AUT  1995    24     0.371     0.263     0.093     0.013     0.002     0.000
AUT  1995    25     0.466     0.314     0.129     0.020     0.003     0.000
AUT  1995    26     0.571     0.369     0.169     0.029     0.004     0.001
AUT  1995    27     0.679     0.420     0.212     0.039     0.007     0.001
AUT  1995    28     0.784     0.466     0.255     0.052     0.009     0.002
AUT  1995    29     0.884     0.506     0.298     0.066     0.012     0.003
AUT  1995    30     0.979     0.540     0.339     0.080     0.015     0.004
AUT  1995    31     1.064     0.568     0.375     0.096     0.019     0.005
AUT  1995    32     1.136     0.590     0.405     0.111     0.024     0.006
AUT  1995    33     1.196     0.607     0.429     0.125     0.028     0.008
AUT  1995    34     1.249     0.621     0.449     0.137     0.032     0.010
AUT  1995    35     1.291     0.630     0.464     0.148     0.036     0.012
AUT  1995    36     1.326     0.639     0.476     0.157     0.040     0.014
AUT  1995    37     1.353     0.645     0.485     0.164     0.044     0.016
AUT  1995    38     1.374     0.649     0.491     0.170     0.047     0.018
AUT  1995    39     1.391     0.652     0.496     0.174     0.049     0.019
AUT  1995    40     1.403     0.655     0.500     0.177     0.051     0.021
AUT  1995    41     1.411     0.656     0.502     0.179     0.052     0.022
AUT  1995    42     1.416     0.657     0.503     0.180     0.053     0.023
AUT  1995    43     1.419     0.657     0.503     0.181     0.054     0.024
AUT  1995    44     1.421     0.658     0.504     0.182     0.054     0.024
AUT  1995    45     1.422     0.658     0.504     0.182     0.054     0.024
AUT  1995    46     1.423     0.658     0.504     0.182     0.055     0.025
AUT  1995    47     1.423     0.658     0.504     0.182     0.055     0.025
AUT  1995    48     1.423     0.658     0.504     0.182     0.055     0.025
AUT  1995    49     1.424     0.658     0.504     0.182     0.055     0.025
AUT  1995    50     1.424     0.658     0.504     0.182     0.055     0.025
AUT  1995    51     1.424     0.658     0.504     0.182     0.055     0.025
AUT  1995    52     1.424     0.658     0.504     0.182     0.055     0.025
AUT  1995    53     1.424     0.658     0.504     0.182     0.055     0.025
AUT  1995    54     1.424     0.658     0.504     0.182     0.055     0.025
AUT  1995    55     1.424     0.658     0.504     0.182     0.055     0.025
AUT  1996    12     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1996    13     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1996    14     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1996    15     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1996    16     0.001     0.001     0.000     0.000     0.000     0.000
AUT  1996    17     0.006     0.006     0.000     0.000     0.000     0.000
AUT  1996    18     0.018     0.017     0.001     0.000     0.000     0.000
AUT  1996    19     0.040     0.037     0.004     0.000     0.000     0.000
AUT  1996    20     0.079     0.069     0.009     0.001     0.000     0.000
AUT  1996    21     0.132     0.110     0.020     0.002     0.000     0.000
AUT  1996    22     0.196     0.156     0.036     0.004     0.000     0.000
AUT  1996    23     0.274     0.204     0.061     0.007     0.001     0.000
AUT  1996    24     0.360     0.253     0.092     0.012     0.002     0.000
AUT  1996    25     0.459     0.307     0.129     0.020     0.003     0.001
AUT  1996    26     0.563     0.360     0.170     0.028     0.004     0.001
AUT  1996    27     0.671     0.413     0.212     0.038     0.006     0.001
AUT  1996    28     0.779     0.462     0.255     0.051     0.009     0.002
AUT  1996    29     0.881     0.503     0.299     0.064     0.012     0.003
AUT  1996    30     0.977     0.540     0.340     0.078     0.015     0.004
AUT  1996    31     1.065     0.571     0.377     0.094     0.019     0.005
AUT  1996    32     1.143     0.596     0.408     0.109     0.023     0.006
AUT  1996    33     1.208     0.615     0.434     0.124     0.027     0.008
AUT  1996    34     1.262     0.629     0.456     0.136     0.032     0.010
AUT  1996    35     1.307     0.640     0.472     0.147     0.036     0.011
AUT  1996    36     1.344     0.649     0.485     0.156     0.040     0.013
AUT  1996    37     1.373     0.656     0.494     0.164     0.043     0.015
AUT  1996    38     1.395     0.660     0.502     0.170     0.046     0.017
AUT  1996    39     1.412     0.664     0.506     0.174     0.049     0.019
AUT  1996    40     1.424     0.666     0.510     0.177     0.050     0.020
AUT  1996    41     1.433     0.668     0.512     0.179     0.052     0.021
AUT  1996    42     1.439     0.669     0.514     0.181     0.053     0.022
AUT  1996    43     1.442     0.670     0.514     0.182     0.054     0.023
AUT  1996    44     1.444     0.670     0.515     0.182     0.054     0.023
AUT  1996    45     1.445     0.670     0.515     0.182     0.054     0.023
AUT  1996    46     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    47     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    48     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    49     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    50     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    51     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    52     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    53     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    54     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1996    55     1.446     0.670     0.515     0.183     0.054     0.023
AUT  1997    12     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1997    13     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1997    14     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1997    15     0.000     0.000     0.000     0.000     0.000     0.000
AUT  1997    16     0.001     0.001     0.000     0.000     0.000     0.000
AUT  1997    17     0.005     0.005     0.000     0.000     0.000     0.000
AUT  1997    18     0.016     0.015     0.001     0.000     0.000     0.000
AUT  1997    19     0.038     0.036     0.003     0.000     0.000     0.000
AUT  1997    20     0.076     0.068     0.007     0.001     0.000     0.000
AUT  1997    21     0.126     0.108     0.017     0.001     0.000     0.000
AUT  1997    22     0.186     0.150     0.032     0.003     0.000     0.000
AUT  1997    23     0.259     0.197     0.055     0.006     0.001     0.000
AUT  1997    24     0.341     0.246     0.082     0.011     0.001     0.000
AUT  1997    25     0.431     0.297     0.114     0.018     0.002     0.000
AUT  1997    26     0.532     0.350     0.151     0.026     0.004     0.001
AUT  1997    27     0.635     0.401     0.191     0.036     0.005     0.001
AUT  1997    28     0.738     0.449     0.232     0.047     0.007     0.002
AUT  1997    29     0.835     0.490     0.273     0.060     0.010     0.002
AUT  1997    30     0.927     0.526     0.312     0.073     0.013     0.003
AUT  1997    31     1.012     0.557     0.346     0.088     0.016     0.004
